user_id,track_id,interaction_type,duration_listened,timestamp,rating,like,not_like,age,gender,location,preferred_genre,track_name,album_name,artists,duration_ms,popularity,track_genre,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,popularity_genre,duration_listened_perc
1,7pwevow9OxZGfvoIwnFoFS,share,40526,2025-02-25 00:08:43.921075,,,,34,Male,Australia,mandopop,Bagulho No Bumba,Mundo Rock,Os Virgulóides,199600,43,"r-n-b, samba",False,0.725,0.766,7,-9.51,1,0.0908,0.0196,0.0,0.0335,0.931,87.984,4,1.0,0.20303607214428857
1,7pwevow9OxZGfvoIwnFoFS,play,184229,2025-03-12 22:49:29.921076,,,,34,Male,Australia,mandopop,Bagulho No Bumba,Mundo Rock,Os Virgulóides,199600,43,"r-n-b, samba",False,0.725,0.766,7,-9.51,1,0.0908,0.0196,0.0,0.0335,0.931,87.984,4,1.0,0.9229909819639278
1,3qehmGY1DnlBI5W9iFlUhR,skip,0,2025-02-26 21:53:43.921077,,,,34,Male,Australia,mandopop,We are Psychedelic - GMS Remix,Rise The Remixes,Avalon;Tristan;Killerwatts;GMS,427605,38,trance,False,0.56,0.928,8,-5.797,1,0.0735,0.000142,0.801,0.411,0.425,142.02,4,0.0013922473803766396,0.0
1,2Xzwy48kdZBWGo2lTc8fVn,skip,0,2025-03-08 01:11:43.921078,,,,34,Male,Australia,mandopop,Restless,LA DIVINE,Cold War Kids,292680,46,"blues, piano",False,0.513,0.647,11,-5.444,1,0.037,0.15,4.47e-06,0.214,0.236,125.842,4,0.11031175059952038,0.0
2,0bHLNUoBzK83c61N9W4ohF,skip,0,2025-02-28 20:32:39.940448,,,,28,Male,Canada,soul,Water,Water,BAYNK,175193,64,soul,False,0.612,0.532,6,-6.834,0,0.0426,0.187,0.576,0.147,0.0795,101.991,4,0.005424648245465333,0.0
2,3cNjgVBKTJ1SvKhunrCdVy,share,138653,2025-02-27 08:37:32.940449,,,,28,Male,Canada,soul,Please Don't Go,Please Don't Go,Joel Adams,210580,71,soul,False,0.513,0.768,4,-4.868,0,0.0587,0.0118,1.94e-05,0.294,0.235,84.264,4,0.006017969147313104,0.6584338493684111
2,35lAjvsvS9k9HHuP1fjDT8,skip,0,2025-03-14 21:48:31.941451,,,,28,Male,Canada,soul,Human Nature,Thriller 25 Super Deluxe Edition,Michael Jackson,245560,66,soul,False,0.638,0.511,2,-10.041,1,0.0289,0.541,0.00478,0.26,0.68,93.108,4,0.005594168503136125,0.0
2,7qH9Z4dJEN0l9bidizW7fq,play,221617,2025-03-08 09:11:06.941452,,0.0,1.0,28,Male,Canada,soul,Anchor,Bathing Beach,Novo Amor,257533,75,"ambient, folk, indie",False,0.457,0.407,9,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053,4,0.352112676056338,0.8605382611160511
2,7qH9Z4dJEN0l9bidizW7fq,play,114815,2025-03-14 17:00:12.941453,,,,28,Male,Canada,soul,Anchor,Bathing Beach,Novo Amor,257533,75,"ambient, folk, indie",False,0.457,0.407,9,-11.475,1,0.0308,0.805,0.884,0.126,0.126,117.053,4,0.352112676056338,0.44582636011695587
2,0uXKvyCtukUSVFfHo7YFdV,share,133909,2025-03-01 23:08:24.941454,,,,28,Male,Canada,soul,Temptation - Original Mix,Temptation,The Viper;Korsakoff,268279,30,"happy, hardcore, techno",True,0.566,0.963,0,-3.439,1,0.0903,0.132,4.57e-06,0.379,0.38,160.068,4,0.023942537909018357,0.4991408198181744
3,1OMlffcymhMMXX2jYft3Ox,play,93050,2025-03-14 16:59:06.962868,,,,36,Male,Canada,study,sugar n' spice,grind house,hope mona,180923,37,study,False,0.891,0.482,5,-10.19,0,0.127,0.314,0.859,0.127,0.491,130.02,4,0.0014189292836324589,0.5143071914571392
3,0Trgs5CzLfcXagLE62j8AS,play,41710,2025-03-01 10:18:45.962869,,,,36,Male,Canada,study,Something in the Water,Flowers in Your Eyes,downstairs lantern,139263,43,study,False,0.597,0.532,9,-8.575,0,0.0942,0.277,0.885,0.126,0.721,114.214,4,0.0016490259242215063,0.29950525265145805
3,5rwkMQ0tfHdy7zIYDSoKAQ,play,73086,2025-02-24 17:10:54.962870,,,,36,Male,Canada,study,Soul Kitchen,Soul Kitchen,Hi Hat Henry,84000,30,study,False,0.673,0.103,1,-22.765,1,0.045,0.871,0.94,0.116,0.284,119.993,4,0.001150483202945237,0.8700714285714286
3,4U45aEWtQhrm8A5mxPaFZ7,play,214240,2025-03-11 21:13:30.963891,,,,36,Male,Canada,study,Vienna,The Stranger (Legacy Edition),Billy Joel,214240,79,"folk, piano, rock, singer-songwriter, songwriter",False,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,4,1.0,1.0
3,4U45aEWtQhrm8A5mxPaFZ7,skip,0,2025-02-26 23:51:58.963892,,,,36,Male,Canada,study,Vienna,The Stranger (Legacy Edition),Billy Joel,214240,79,"folk, piano, rock, singer-songwriter, songwriter",False,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,4,1.0,0.0
3,4U45aEWtQhrm8A5mxPaFZ7,play,197572,2025-02-27 15:22:55.963893,,,,36,Male,Canada,study,Vienna,The Stranger (Legacy Edition),Billy Joel,214240,79,"folk, piano, rock, singer-songwriter, songwriter",False,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,4,1.0,0.9221994025392084
3,4U45aEWtQhrm8A5mxPaFZ7,play,182270,2025-02-19 23:19:18.963894,,,,36,Male,Canada,study,Vienna,The Stranger (Legacy Edition),Billy Joel,214240,79,"folk, piano, rock, singer-songwriter, songwriter",False,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,4,1.0,0.8507748319641524
3,4U45aEWtQhrm8A5mxPaFZ7,skip,0,2025-03-18 09:30:31.963895,,,,36,Male,Canada,study,Vienna,The Stranger (Legacy Edition),Billy Joel,214240,79,"folk, piano, rock, singer-songwriter, songwriter",False,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,4,1.0,0.0
3,4U45aEWtQhrm8A5mxPaFZ7,share,214240,2025-03-04 02:22:01.963896,,,,36,Male,Canada,study,Vienna,The Stranger (Legacy Edition),Billy Joel,214240,79,"folk, piano, rock, singer-songwriter, songwriter",False,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,4,1.0,1.0
3,4U45aEWtQhrm8A5mxPaFZ7,play,68393,2025-03-03 22:55:37.963897,,,,36,Male,Canada,study,Vienna,The Stranger (Legacy Edition),Billy Joel,214240,79,"folk, piano, rock, singer-songwriter, songwriter",False,0.532,0.495,10,-6.662,1,0.0343,0.659,0.0,0.0754,0.308,124.936,4,1.0,0.3192354368932039
4,1wPZSxai0IQWb3eB0iabbH,skip,0,2025-03-02 04:11:58.985803,,,,45,Male,UK,club,Holy Shit,Doomster,Owl Vision,268623,44,club,False,0.638,0.915,7,-3.083,1,0.0434,0.00031,0.754,0.121,0.132,109.01,4,0.0013580246913580246,0.0
4,2UUBFc0PxUqGw822Z1YEsw,skip,0,2025-02-28 10:01:41.985804,,,,45,Male,UK,club,Cough Syrup (Glee Cast Version),Glee LGBTQIA+ Pride,Glee Cast,251280,46,club,False,0.579,0.833,2,-5.371,1,0.0276,0.0104,2.24e-05,0.105,0.343,129.007,4,0.001419753086419753,0.0
4,1LOmRBg3chULvqcTYGsdpu,share,319789,2025-02-24 12:44:28.985805,,,,45,Male,UK,club,The End of All Things,The End of All Things,SWARM,319789,40,club,True,0.361,0.968,0,-3.985,1,0.383,0.000412,0.00392,0.108,0.297,149.512,4,0.0012345679012345679,1.0
4,766Y1kYTYrEmHSTvouyHCj,play,208612,2025-03-04 06:42:44.985806,,,,45,Male,UK,club,Grand Design,Resistance,3FORCE,366857,38,club,False,0.511,0.82,9,-4.413,0,0.0369,0.00055,0.938,0.17,0.0493,140.062,4,0.0011728395061728395,0.5686466388810899
4,4c6Tv9hOtTqWv13OzRDMPi,share,197960,2025-02-27 08:32:20.985807,,,,45,Male,UK,club,Humanity,Humanity,Max Brhon,197960,51,club,False,0.669,0.864,0,-3.611,1,0.0536,0.0742,0.667,0.0803,0.307,110.042,3,0.001574074074074074,1.0
4,39LJCSHy7nB1akjmhMQ7Y7,share,188041,2025-03-02 20:27:25.985808,,,,45,Male,UK,club,Pain,Fearless,Josh A,188041,74,"emo, sad",True,0.789,0.509,6,-8.629,0,0.277,0.525,7.55e-06,0.0936,0.61,75.009,4,0.009345794392523364,1.0
4,3bSnXuCoMpWKCR5jO5gGTL,share,66866,2025-02-27 09:37:43.985809,,0.0,1.0,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.3616059357322864
4,3bSnXuCoMpWKCR5jO5gGTL,skip,0,2025-02-26 14:38:52.986811,,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.0
4,3bSnXuCoMpWKCR5jO5gGTL,play,143234,2025-03-02 07:39:35.986812,,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.7745979211957992
4,3bSnXuCoMpWKCR5jO5gGTL,play,178094,2025-02-17 21:39:06.986813,,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.9631179899845334
4,3bSnXuCoMpWKCR5jO5gGTL,play,19241,2025-02-18 02:06:21.986814,2.0,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.10405377635008707
4,3bSnXuCoMpWKCR5jO5gGTL,skip,0,2025-02-25 11:47:08.986815,,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.0
4,3bSnXuCoMpWKCR5jO5gGTL,skip,0,2025-02-28 04:14:33.986816,,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.0
4,3bSnXuCoMpWKCR5jO5gGTL,play,29215,2025-02-24 11:00:22.986817,,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.15799236401786776
4,3bSnXuCoMpWKCR5jO5gGTL,play,15864,2025-02-23 23:34:14.986818,,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.08579123268113825
4,3bSnXuCoMpWKCR5jO5gGTL,share,14774,2025-03-16 13:49:10.986819,3.0,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.07989660058189212
4,3bSnXuCoMpWKCR5jO5gGTL,share,170799,2025-03-11 04:18:19.987887,,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.9236672182744411
4,3bSnXuCoMpWKCR5jO5gGTL,play,184914,2025-02-25 03:54:30.987888,3.0,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,1.0
4,3bSnXuCoMpWKCR5jO5gGTL,skip,0,2025-03-18 15:53:12.987889,,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.0
4,3bSnXuCoMpWKCR5jO5gGTL,skip,0,2025-03-17 00:58:30.987890,,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.0
4,3bSnXuCoMpWKCR5jO5gGTL,play,58829,2025-03-14 00:27:51.987891,,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.31814248785922106
4,3bSnXuCoMpWKCR5jO5gGTL,skip,0,2025-02-25 17:24:17.987892,,,,45,Male,UK,club,Louca - Ao Vivo,Sem Filtro (Ao Vivo em Noronha),Banda Eva;Maneva,184914,46,"mpb, pagode, reggae, samba",False,0.619,0.44,7,-10.019,1,0.0715,0.178,1.21e-05,0.146,0.313,130.414,5,1.0,0.0
4,7LN8r323npl8Yc0wOdDSqu,skip,0,2025-02-17 17:02:45.987893,,,,45,Male,UK,club,Unutturamaz Seni Hiçbir Şey,"Yayınlanmamış Şarkılar, Vol. 2",Müzeyyen Senar,148893,40,"j-rock, jazz, turkish",False,0.324,0.397,2,-9.066,0,0.04,0.85,0.689,0.0865,0.52,108.332,4,0.05509641873278237,0.0
4,7LN8r323npl8Yc0wOdDSqu,share,148893,2025-03-02 14:24:59.987894,,0.0,1.0,45,Male,UK,club,Unutturamaz Seni Hiçbir Şey,"Yayınlanmamış Şarkılar, Vol. 2",Müzeyyen Senar,148893,40,"j-rock, jazz, turkish",False,0.324,0.397,2,-9.066,0,0.04,0.85,0.689,0.0865,0.52,108.332,4,0.05509641873278237,1.0
5,6XmT1eehtQjAtuZL3gMBNT,play,184640,2025-02-26 01:44:07.009597,,,,27,,USA,comedy,YOLO,The Wack Album,The Lonely Island;Adam Levine;Kendrick Lamar,184640,46,comedy,False,0.611,0.871,7,-3.003,0,0.275,0.0284,0.0,0.157,0.66,160.032,4,0.0018895826487019388,1.0
5,7uJvaM3GQg7AjXESEYyN6T,skip,0,2025-03-17 11:35:20.009598,,,,27,,USA,comedy,An Italian Christmas,Sebastian LIVE,Sebastian Maniscalco,294502,24,comedy,True,0.377,0.666,0,-22.108,1,0.911,0.846,9.46e-06,0.858,0.144,62.807,4,0.000985869208018403,0.0
5,3ylvFvzinMnNUYbFc5uQZL,share,65991,2025-02-26 19:07:54.010380,3.0,,,27,,USA,comedy,Broads in The '40s,Thug Tears,Rachel Feinstein,65991,23,comedy,True,0.68,0.778,6,-6.257,1,0.567,0.843,0.0,0.587,0.823,124.028,4,0.0009447913243509694,1.0
5,1LVigDdYXwWucZSJ3fjoKq,share,145016,2025-02-25 14:21:00.010381,,,,27,,USA,comedy,People Are Disgusting,Sebastian LIVE,Sebastian Maniscalco,341049,23,comedy,True,0.382,0.842,5,-19.764,1,0.843,0.778,0.000256,0.843,0.0767,137.255,3,0.0009447913243509694,0.4252057622218508
5,25CFVVcTnPTqJd3Xm4OlOc,skip,0,2025-03-15 01:39:11.010382,,,,27,,USA,comedy,BB Gun,"Happy Wife, Happy Life...Revisited",Jeff Allen,91120,22,comedy,False,0.479,0.953,8,-12.134,1,0.862,0.609,0.0,0.943,0.183,81.022,4,0.000903713440683536,0.0
5,07ceEXOyS7ghQkyCOycXwP,share,189666,2025-02-27 17:56:19.010383,,,,27,,USA,comedy,This Fire,As Daylight Dies (Special Edition),Killswitch Engage,189666,61,"metal, metalcore",False,0.447,0.993,7,-3.022,1,0.111,1.56e-05,0.027,0.474,0.108,140.018,4,0.024439102564102564,1.0
5,73fRMyckZKtemX14eku8uu,skip,0,2025-02-26 18:09:41.010384,,,,27,,USA,comedy,Dandini Dandini Dastana,İyiliğe Ninniler,Sertab Erener,149168,48,"j-pop, jazz, singer-songwriter, songwriter, turkish",False,0.506,0.233,3,-12.077,0,0.0276,0.957,2.8e-05,0.116,0.275,88.08,4,0.5161290322580645,0.0
5,0wzRcekWyVCSyPtlPOeJau,play,182130,2025-02-22 22:19:29.010889,,,,27,,USA,comedy,Go With The Flow,Songs For The Deaf,Queens of the Stone Age,187146,68,"blues, metal",False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,1.0,0.9731973966849412
5,0wzRcekWyVCSyPtlPOeJau,play,118281,2025-03-07 01:27:23.010890,,,,27,,USA,comedy,Go With The Flow,Songs For The Deaf,Queens of the Stone Age,187146,68,"blues, metal",False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,1.0,0.6320252636978616
5,0wzRcekWyVCSyPtlPOeJau,share,62267,2025-03-02 12:24:17.010891,,,,27,,USA,comedy,Go With The Flow,Songs For The Deaf,Queens of the Stone Age,187146,68,"blues, metal",False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,1.0,0.33271883983627754
5,0wzRcekWyVCSyPtlPOeJau,share,23865,2025-03-11 18:56:15.010892,,,,27,,USA,comedy,Go With The Flow,Songs For The Deaf,Queens of the Stone Age,187146,68,"blues, metal",False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,1.0,0.12752075919335706
5,0wzRcekWyVCSyPtlPOeJau,play,88206,2025-03-01 04:57:57.011395,,,,27,,USA,comedy,Go With The Flow,Songs For The Deaf,Queens of the Stone Age,187146,68,"blues, metal",False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,1.0,0.47132185566349266
5,0wzRcekWyVCSyPtlPOeJau,skip,0,2025-03-03 02:48:07.011396,,,,27,,USA,comedy,Go With The Flow,Songs For The Deaf,Queens of the Stone Age,187146,68,"blues, metal",False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,1.0,0.0
5,0wzRcekWyVCSyPtlPOeJau,skip,0,2025-02-26 16:54:48.011397,,,,27,,USA,comedy,Go With The Flow,Songs For The Deaf,Queens of the Stone Age,187146,68,"blues, metal",False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,1.0,0.0
5,0wzRcekWyVCSyPtlPOeJau,skip,0,2025-03-04 19:53:29.011398,,,,27,,USA,comedy,Go With The Flow,Songs For The Deaf,Queens of the Stone Age,187146,68,"blues, metal",False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,1.0,0.0
5,0wzRcekWyVCSyPtlPOeJau,share,50199,2025-03-03 01:54:46.011399,,,,27,,USA,comedy,Go With The Flow,Songs For The Deaf,Queens of the Stone Age,187146,68,"blues, metal",False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,1.0,0.2682344265974159
5,0wzRcekWyVCSyPtlPOeJau,share,38700,2025-03-16 11:59:24.011400,,,,27,,USA,comedy,Go With The Flow,Songs For The Deaf,Queens of the Stone Age,187146,68,"blues, metal",False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,1.0,0.206790420313552
5,0wzRcekWyVCSyPtlPOeJau,play,187146,2025-03-16 23:32:59.011401,,,,27,,USA,comedy,Go With The Flow,Songs For The Deaf,Queens of the Stone Age,187146,68,"blues, metal",False,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,4,1.0,1.0
6,4DekPa3ZMXJE3jIEm0EB7S,skip,0,2025-03-02 05:08:33.031717,,0.0,1.0,27,Male,Canada,idm,red curb,red curb,Rei Harakami,213040,15,idm,False,0.688,0.713,7,-13.806,1,0.0412,0.0125,0.881,0.128,0.155,111.967,4,0.0009761176547146483,0.0
6,5xjQcf04INnlmpaZqMpAgC,play,40286,2025-03-09 08:25:57.031718,,,,27,Male,Canada,idm,Element L1,Lament Element,defrag,106066,15,idm,False,0.124,0.146,0,-17.24,1,0.0428,0.547,0.805,0.0897,0.0323,77.36,4,0.0009761176547146483,0.3798201120057323
6,2PgcwVLosHGs59REqd6VTu,skip,0,2025-03-15 13:11:56.031719,,,,27,Male,Canada,idm,Hub,Chiastic Slide,Autechre,455253,13,idm,False,0.387,0.452,5,-14.928,1,0.0462,0.629,6.48e-05,0.836,0.0559,82.399,3,0.0008459686340860285,0.0
6,4uarTKOJ0n8NLBANPvfhRE,play,103746,2025-03-03 12:30:29.031720,,,,27,Male,Canada,idm,ハートをRock,ユートピア,Seiko Matsuda,285973,30,"j-idol, techno",False,0.62,0.785,10,-6.161,1,0.19,0.334,0.00174,0.196,0.301,201.643,4,0.025795356835769563,0.3627825004458463
6,6pooRNiLyYpxZeIA5kJ5EX,skip,0,2025-03-12 06:36:31.031721,,,,27,Male,Canada,idm,Good Things Fall Apart (with Jon Bellion),Good Things Fall Apart (with Jon Bellion),ILLENIUM;Jon Bellion,216668,64,"dub, dubstep, edm, house",False,0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033,4,0.20125786163522014,0.0
6,6pooRNiLyYpxZeIA5kJ5EX,share,169658,2025-02-17 12:43:13.031722,,,,27,Male,Canada,idm,Good Things Fall Apart (with Jon Bellion),Good Things Fall Apart (with Jon Bellion),ILLENIUM;Jon Bellion,216668,64,"dub, dubstep, edm, house",False,0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033,4,0.20125786163522014,0.783032104417819
6,6pooRNiLyYpxZeIA5kJ5EX,play,144928,2025-02-25 10:43:05.032854,,,,27,Male,Canada,idm,Good Things Fall Apart (with Jon Bellion),Good Things Fall Apart (with Jon Bellion),ILLENIUM;Jon Bellion,216668,64,"dub, dubstep, edm, house",False,0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033,4,0.20125786163522014,0.6688943452655676
6,6pooRNiLyYpxZeIA5kJ5EX,play,134973,2025-03-02 06:54:35.032855,,,,27,Male,Canada,idm,Good Things Fall Apart (with Jon Bellion),Good Things Fall Apart (with Jon Bellion),ILLENIUM;Jon Bellion,216668,64,"dub, dubstep, edm, house",False,0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033,4,0.20125786163522014,0.622948474163236
6,6pooRNiLyYpxZeIA5kJ5EX,play,153832,2025-03-16 04:59:06.032856,,,,27,Male,Canada,idm,Good Things Fall Apart (with Jon Bellion),Good Things Fall Apart (with Jon Bellion),ILLENIUM;Jon Bellion,216668,64,"dub, dubstep, edm, house",False,0.643,0.594,2,-5.453,1,0.0318,0.0128,0.0,0.118,0.442,144.033,4,0.20125786163522014,0.7099894769878339
