user_id,track_id,interaction_type,duration_listened,timestamp,rating,like,not_like,age,gender,location,preferred_genre,track_name,album_name,artists,duration_ms,popularity,track_genre,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,album_cover,popularity_genre,tracks_played,genre_cluster,popularity_weight,duration_listened_perc
2,6nn9sJ023PTZqWCS7g0Aic,share,0,2025-03-21 08:36:57.792182,,0.0,1.0,28,Male,Canada,mpb,Pluma Black,Habilidades Extraordinárias,Tulipa Ruiz;Negro Leo,133507,40,mpb,False,0.787,0.509,6,-5.825,1,0.0798,0.0853,0.0,0.191,0.778,73.885,4,https://i.scdn.co/image/ab67616d00001e02c3cecbde263392b294e54df2,0.0012551382220967085,1044,latin & brazilian,0.603960396039604,0.0
2,1PJav3utD7mvErlUwKC40c,share,46023,2025-03-24 12:12:26.792531,,,,28,Male,Canada,mpb,Flores astrais,Dois momentos,Secos & Molhados,233560,42,mpb,False,0.422,0.715,2,-8.974,1,0.0317,0.322,0.0179,0.126,0.586,164.708,4,https://i.scdn.co/image/ab67616d00001e020f71c09eb377b18a7e9d44f5,0.001317895133201544,1131,latin & brazilian,0.584158415841584,0.1970500085631101
2,1PJav3utD7mvErlUwKC40c,share,27082,2025-03-18 14:13:44.792760,,,,28,Male,Canada,mpb,Flores astrais,Dois momentos,Secos & Molhados,233560,42,mpb,False,0.422,0.715,2,-8.974,1,0.0317,0.322,0.0179,0.126,0.586,164.708,4,https://i.scdn.co/image/ab67616d00001e020f71c09eb377b18a7e9d44f5,0.001317895133201544,1131,latin & brazilian,0.584158415841584,0.11595307415653365
2,4qO03RMQm88DdpTJcxlglY,play,110999,2025-03-17 17:27:59.792974,,,,28,Male,Canada,mpb,Call Me,Atomic/Atomix,Blondie,212600,73,power-pop,False,0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,4,https://i.scdn.co/image/ab67616d00001e02ebc918cfb51e9ced7349f436,0.0030366056572379368,2313,pop & mainstream,0.277227722772277,0.5221025399811853
2,0eVi8Cs9ZPjuUHaGr3AlSI,play,96679,2025-03-18 23:05:01.793156,,0.0,1.0,28,Male,Canada,mpb,For You Marlene,Technoshock Eight,Rexanthony,263760,20,happy,False,0.693,0.986,0,-5.603,1,0.128,0.000255,0.711,0.3,0.0385,148.75,4,https://i.scdn.co/image/ab67616d00001e0290d5c246f3013b3662c8b8ac,0.0009318796011555307,296,dance & electronic,0.801980198019802,0.36654155292690327
3,6wvknxG5TtTi2n9ESlJE1l,skip,0,2025-03-02 10:35:12.819132,,,,36,Male,Canada,cantopop,漩渦,要多美麗有多美麗,Cass Phang,245906,41,cantopop,False,0.721,0.519,8,-11.936,1,0.181,0.47,9.75e-05,0.385,0.419,122.926,4,https://i.scdn.co/image/ab67616d00001e02adde4fb70cdd90d201387250,0.0011809095884098043,922,pop & mainstream,0.594059405940594,0.0
3,48CnX8v6OD9kqmeTIaLS1k,share,148661,2025-03-20 19:57:47.819271,,,,36,Male,Canada,cantopop,矜持,天空,Faye Wong,277986,48,cantopop,False,0.319,0.205,4,-14.326,1,0.0383,0.683,9.65e-05,0.114,0.196,138.493,3,https://i.scdn.co/image/ab67616d00001e025cb1d2103dea499cb64c28f3,0.0013825282986261126,1343,pop & mainstream,0.524752475247525,0.5347787298640939
3,48CnX8v6OD9kqmeTIaLS1k,share,130299,2025-03-16 06:30:52.819582,,,,36,Male,Canada,cantopop,矜持,天空,Faye Wong,277986,48,cantopop,False,0.319,0.205,4,-14.326,1,0.0383,0.683,9.65e-05,0.114,0.196,138.493,3,https://i.scdn.co/image/ab67616d00001e025cb1d2103dea499cb64c28f3,0.0013825282986261126,1343,pop & mainstream,0.524752475247525,0.46872504370723705
3,48CnX8v6OD9kqmeTIaLS1k,skip,0,2025-03-10 15:52:03.819764,,,,36,Male,Canada,cantopop,矜持,天空,Faye Wong,277986,48,cantopop,False,0.319,0.205,4,-14.326,1,0.0383,0.683,9.65e-05,0.114,0.196,138.493,3,https://i.scdn.co/image/ab67616d00001e025cb1d2103dea499cb64c28f3,0.0013825282986261126,1343,pop & mainstream,0.524752475247525,0.0
3,6z5nJUEl6pCt7XdnBOCV51,share,236320,2025-03-15 09:41:19.819850,,,,36,Male,Canada,cantopop,One Way,Ultimate Worship Vol 1,Hillsong Worship,236320,54,world-music,False,0.461,0.918,4,-4.884,1,0.0493,0.00331,0.000842,0.335,0.337,135.081,4,https://i.scdn.co/image/ab67616d00001e027472e9974e71180a95bf86f5,0.0014130576998560775,1422,global,0.465346534653465,1.0
3,6z5nJUEl6pCt7XdnBOCV51,share,236320,2025-03-22 17:29:17.820034,,,,36,Male,Canada,cantopop,One Way,Ultimate Worship Vol 1,Hillsong Worship,236320,54,world-music,False,0.461,0.918,4,-4.884,1,0.0493,0.00331,0.000842,0.335,0.337,135.081,4,https://i.scdn.co/image/ab67616d00001e027472e9974e71180a95bf86f5,0.0014130576998560775,1422,global,0.465346534653465,1.0
3,6osaMSJh9NguagEDQcZaKx,share,185194,2025-03-14 16:25:39.820193,,,,36,Male,Canada,cantopop,Loco Contigo (feat. J. Balvin & Tyga),Carte Blanche,DJ Snake;J Balvin;Tyga,185194,74,edm,False,0.694,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.091,4,https://i.scdn.co/image/ab67616d00001e02caf82abb2338880577e472be,0.002672444925966053,1836,dance & electronic,0.267326732673267,1.0
4,5UBonaClAZVfzxJNn8nnhh,skip,248000,2025-03-05 07:58:55.845151,,1.0,0.0,45,Male,UK,sleep,Brown Sleep Noise,Brown Sleep Noise,Sleep Miracle,248000,80,sleep,False,0.0555,0.0837,1,-30.397,1,0.147,0.116,1.0,0.112,0.06,59.509,4,https://i.scdn.co/image/ab67616d00001e02e876fddcc7bfc02b9aa5a36c,0.0022948280313244028,2499,calm,0.207920792079208,1.0
4,5UBonaClAZVfzxJNn8nnhh,play,225539,2025-03-05 21:30:35.845472,,,,45,Male,UK,sleep,Brown Sleep Noise,Brown Sleep Noise,Sleep Miracle,248000,80,sleep,False,0.0555,0.0837,1,-30.397,1,0.147,0.116,1.0,0.112,0.06,59.509,4,https://i.scdn.co/image/ab67616d00001e02e876fddcc7bfc02b9aa5a36c,0.0022948280313244028,2499,calm,0.207920792079208,0.9094314516129032
4,5UBonaClAZVfzxJNn8nnhh,skip,0,2025-03-10 23:55:36.845651,,,,45,Male,UK,sleep,Brown Sleep Noise,Brown Sleep Noise,Sleep Miracle,248000,80,sleep,False,0.0555,0.0837,1,-30.397,1,0.147,0.116,1.0,0.112,0.06,59.509,4,https://i.scdn.co/image/ab67616d00001e02e876fddcc7bfc02b9aa5a36c,0.0022948280313244028,2499,calm,0.207920792079208,0.0
4,7uYKmX3iPEyXfz9GHhjuWQ,share,158343,2025-03-07 02:38:23.845740,,,,45,Male,UK,sleep,Countryside Rain,The Science of Sleep: Loopable Rain,Rain Sound Studio;Sleep Sound Library;Rain Sounds Sleep,158343,33,sleep,False,0.155,0.993,8,-16.381,1,0.0662,0.0911,0.546,0.799,1e-05,133.085,5,https://i.scdn.co/image/ab67616d00001e02fa7739a94cbbfac9e729166b,0.0009466165629213161,439,calm,0.673267326732673,1.0
4,0vpo0LIlSsiqIWf44ydK2z,play,104773,2025-03-14 20:36:39.845914,,,,45,Male,UK,sleep,Sea Of Colors,Sea Of Colors,Airship Express,184250,57,sleep,False,0.255,0.118,6,-20.562,1,0.0769,0.963,0.897,0.101,0.109,139.642,4,https://i.scdn.co/image/ab67616d00001e02d7557f70a80c100009de49c6,0.001635064972318637,1473,calm,0.435643564356436,0.5686458616010854
4,5RBRNvoqGCVO5U1DQ2MggW,share,236286,2025-03-09 22:26:15.846071,,,,45,Male,UK,sleep,Naturens Ljud för Sömn,"Avslappnande Musik - Sova Musik för Begrundan, Sömnproblem, Avslappning, Positivt Tänkande",Avslappning Sound,236286,35,sleep,False,0.219,0.0592,7,-22.161,0,0.038,0.985,0.978,0.131,0.0368,72.68,5,https://i.scdn.co/image/ab67616d00001e022f6c587f7eaf387eb1f84e05,0.0010039872637044262,424,calm,0.653465346534653,1.0
4,2LMKGgdgQb78GAgMSJAewW,share,185833,2025-03-13 10:21:20.846230,,,,45,Male,UK,sleep,Sleep Music to Help You Relax All Nigh,"Sleep Music to Help You Relax All Night: New Age for Insomnia and Healing Natural Sleep Aid, Piano, Flute & Calm Sea Waves",Soothing Chill Out for Insomnia,185833,39,sleep,False,0.281,0.00788,8,-29.89,1,0.0404,0.994,0.95,0.0789,0.159,169.527,4,https://i.scdn.co/image/ab67616d00001e02ba4936805b309f39964c0e29,0.0011187286652706463,604,calm,0.613861386138614,1.0
4,2LMKGgdgQb78GAgMSJAewW,share,67199,2025-03-09 23:31:38.846385,,0.0,1.0,45,Male,UK,sleep,Sleep Music to Help You Relax All Nigh,"Sleep Music to Help You Relax All Night: New Age for Insomnia and Healing Natural Sleep Aid, Piano, Flute & Calm Sea Waves",Soothing Chill Out for Insomnia,185833,39,sleep,False,0.281,0.00788,8,-29.89,1,0.0404,0.994,0.95,0.0789,0.159,169.527,4,https://i.scdn.co/image/ab67616d00001e02ba4936805b309f39964c0e29,0.0011187286652706463,604,calm,0.613861386138614,0.3616096172369816
4,2LMKGgdgQb78GAgMSJAewW,skip,0,2025-03-09 04:32:47.846580,,,,45,Male,UK,sleep,Sleep Music to Help You Relax All Nigh,"Sleep Music to Help You Relax All Night: New Age for Insomnia and Healing Natural Sleep Aid, Piano, Flute & Calm Sea Waves",Soothing Chill Out for Insomnia,185833,39,sleep,False,0.281,0.00788,8,-29.89,1,0.0404,0.994,0.95,0.0789,0.159,169.527,4,https://i.scdn.co/image/ab67616d00001e02ba4936805b309f39964c0e29,0.0011187286652706463,604,calm,0.613861386138614,0.0
4,2LMKGgdgQb78GAgMSJAewW,play,143946,2025-03-12 21:33:30.846665,,,,45,Male,UK,sleep,Sleep Music to Help You Relax All Nigh,"Sleep Music to Help You Relax All Night: New Age for Insomnia and Healing Natural Sleep Aid, Piano, Flute & Calm Sea Waves",Soothing Chill Out for Insomnia,185833,39,sleep,False,0.281,0.00788,8,-29.89,1,0.0404,0.994,0.95,0.0789,0.159,169.527,4,https://i.scdn.co/image/ab67616d00001e02ba4936805b309f39964c0e29,0.0011187286652706463,604,calm,0.613861386138614,0.7745986988317468
4,3ff3N25wTsj8T1mf2gMTQp,play,123979,2025-02-28 11:33:01.846839,,,,45,Male,UK,sleep,Blua Aero,Blua Aero,Manolakas,128727,61,sleep,False,0.21,0.0868,7,-28.464,1,0.0422,0.96,0.667,0.123,0.0464,67.476,4,https://i.scdn.co/image/ab67616d00001e02db32cb1c7d5597b9f35adf32,0.001749806373884857,1452,calm,0.396039603960396,0.9631157410644232
4,2ZwIO3ufWLFYxtEoam9ydu,play,26743,2025-02-28 16:00:16.847036,2.0,,,45,Male,UK,sleep,My Favourite Clothes,My Favourite Clothes,RINI,257000,70,chill,False,0.746,0.339,2,-9.041,1,0.144,0.482,1.36e-05,0.0838,0.291,119.924,4,https://i.scdn.co/image/ab67616d00001e02f3ad488473829f3877e3aa47,0.001342951423528509,1704,calm,0.306930693069307,0.10405836575875486
4,2UxHigf7Mmgkm03eJ5xe9b,skip,0,2025-03-08 01:41:03.847253,,,,45,Male,UK,sleep,I'll Be There,Promised Land,Joe Smooth,330652,14,chicago-house,False,0.787,0.737,8,-4.295,1,0.0829,0.00203,3.58e-05,0.0836,0.82,118.416,4,https://i.scdn.co/image/ab67616d00001e02112c97d1fbd954282943ccb2,0.001146131805157593,79,dance & electronic,0.861386138613861,0.0
5,6296wbH11ICNfzVfApZoEC,play,45226,2025-03-01 14:15:52.875775,,0.0,1.0,27,,USA,tango,Caserón De Tejas,Nivel Internacional,Maria Graña,174866,18,tango,False,0.303,0.254,5,-11.027,0,0.0372,0.979,1.95e-06,0.0699,0.699,82.059,3,https://i.scdn.co/image/ab67616d00001e02a879bf0bebbd106d4e5a8410,0.000907761359624792,457,latin & brazilian,0.821782178217822,0.2586323241796576
5,6v0QEaN24B1STwP58Q3Yf5,play,178186,2025-03-07 17:48:25.876210,1.0,,,27,,USA,tango,Como Nos Cambia la Vida,De Igual a Igual,Alfredo De Angelis;Oscar Larroca,178186,23,tango,False,0.711,0.41,7,-5.661,1,0.0496,0.932,0.0,0.343,0.704,126.647,4,https://i.scdn.co/image/ab67616d00001e0253b0ada2b734a0b26e0e52b5,0.0011599172928539007,627,latin & brazilian,0.772277227722772,1.0
5,0B4TPCmwaKjpWf6dYac1Jv,skip,0,2025-03-26 14:52:25.876480,,,,27,,USA,tango,Sombras nada mas,"The History of Tango, Anibal Troilo & Alberto Marino, Recordings 1943 - 1947",Aníbal Troilo;Alberto Marino,178093,19,tango,False,0.434,0.39,5,-9.579,1,0.0349,0.976,0.0591,0.0999,0.741,125.387,4,https://i.scdn.co/image/ab67616d00001e0243ae2faf8a7f668159c14f92,0.0009581925462706138,450,latin & brazilian,0.811881188118812,0.0
5,0B4TPCmwaKjpWf6dYac1Jv,play,151159,2025-03-24 14:21:46.876653,,,,27,,USA,tango,Sombras nada mas,"The History of Tango, Anibal Troilo & Alberto Marino, Recordings 1943 - 1947",Aníbal Troilo;Alberto Marino,178093,19,tango,False,0.434,0.39,5,-9.579,1,0.0349,0.976,0.0591,0.0999,0.741,125.387,4,https://i.scdn.co/image/ab67616d00001e0243ae2faf8a7f668159c14f92,0.0009581925462706138,450,latin & brazilian,0.811881188118812,0.848764409606217
5,2JXLgBHZqDoj8SitXI9LYj,skip,0,2025-03-08 07:18:12.876834,,,,27,,USA,tango,Valsecito Criollo,Archivo Columbia : Hector Varela Vol.1,Héctor Varela y su Orquesta Típica,133746,15,tango,False,0.663,0.595,0,-8.718,0,0.0385,0.772,0.202,0.163,0.905,104.594,3,https://i.scdn.co/image/ab67616d00001e02931dbfe2137c9d79ebf95cc1,0.0007564677996873266,338,latin & brazilian,0.851485148514851,0.0
5,0MFGRJ96LGJ8aNzb67SH8F,skip,0,2025-02-28 06:56:40.876919,,,,27,,USA,tango,Giovanni Tranquillo - Live,In Concert (Live),Quadro Nuevo,300613,18,tango,False,0.657,0.214,9,-15.527,0,0.0459,0.95,0.826,0.131,0.267,125.554,4,https://i.scdn.co/image/ab67616d00001e02e68ed84a9f46b225bd65f6a7,0.000907761359624792,445,latin & brazilian,0.821782178217822,0.0
5,1gihuPhrLraKYrJMAEONyc,share,69334,2025-03-13 04:18:54.877000,,0.0,1.0,27,,USA,tango,Feel So Close - Radio Edit,18 Months,Calvin Harris,206413,80,electro,False,0.707,0.924,7,-2.842,1,0.031,0.000972,0.00703,0.204,0.919,127.937,4,https://i.scdn.co/image/ab67616d00001e02dcef905cb144d4867119850b,0.0039186872397746755,2957,dance & electronic,0.207920792079208,0.3358993861820719
5,73VzVNv23PBqUPyqxRHMZR,skip,0,2025-03-07 21:52:50.877219,,,,27,,USA,tango,Pyaar Tune Kya Kiya,Pyaar Tune Kya Kiya,Jubin Nautiyal,215063,52,k-pop,False,0.543,0.602,8,-10.354,0,0.0389,0.624,3.14e-06,0.545,0.382,89.979,4,album_cover_placeholder.png,0.0009611119325743014,875,pop & mainstream,0.485148514851485,0.0
5,11oOZ7gWk06lQxZeh6styk,skip,0,2025-02-28 14:52:35.877306,,,,27,,USA,tango,Jalan Lain Ke Hatimu,Our Biggest Thing Ever,Last Child,235240,44,punk-rock,False,0.397,0.937,6,-4.189,0,0.0389,0.0114,0.0,0.398,0.693,172.021,4,https://i.scdn.co/image/ab67616d00001e02382b1b7f79e2e760b9ac188e,0.0016740859110451623,829,rock & alternative,0.564356435643564,0.0
6,5dP3ddhnyTChXznrPEB3Ry,play,84253,2025-03-04 22:55:39.903469,,,,27,Male,Canada,tango,Rubias De New York,Los Exitos De Sus Peliculas,Carlos Gardel,151426,27,tango,False,0.561,0.271,2,-9.892,1,0.117,0.995,0.034,0.133,0.73,97.22,4,https://i.scdn.co/image/ab67616d00001e02e079d78953165a78b99fd6f4,0.001361642039437188,1021,latin & brazilian,0.732673267326733,0.5563971841031263
6,2lk5QRfMhO9Ej0pWfXZCby,skip,0,2025-03-15 12:18:38.903831,,,,27,Male,Canada,tango,Malevaje,Carlos Gardel - Sus Mejores Tangos,Carlos Gardel,143453,24,tango,False,0.631,0.391,4,-6.109,1,0.307,0.975,0.0,0.709,0.496,84.774,4,https://i.scdn.co/image/ab67616d00001e02b19cb092a38d760b894015fd,0.0012103484794997227,753,latin & brazilian,0.762376237623762,0.0
6,1O6VIGaM6YDi8Z0lnbebIO,share,150893,2025-03-29 06:53:33.903945,1.0,0.0,1.0,27,Male,Canada,tango,Rie Payaso,Serie 78 RPM : Juan D'Arienzo Vol.1,Juan D'Arienzo y su Orquesta Típica,150893,20,tango,False,0.64,0.458,8,-8.437,1,0.0923,0.978,0.712,0.129,0.87,141.642,4,https://i.scdn.co/image/ab67616d00001e0256a1d078c18da94630b5829f,0.0010086237329164356,521,latin & brazilian,0.801980198019802,1.0
6,4bB7Gj1dssw0MYDb7zj1Kg,play,230367,2025-03-03 09:10:17.904280,,,,27,Male,Canada,tango,Martyr (Waves),The Death of Me,Polaris,230367,50,metalcore,False,0.564,0.848,4,-4.732,0,0.0355,0.000678,0.00979,0.109,0.244,102.039,4,https://i.scdn.co/image/ab67616d00001e02fd9d0b51b8009920a7227d04,0.0015713387806411063,2076,metal & heavy,0.504950495049505,1.0
6,5Uel5PmPBZICA0TQTI912U,skip,0,2025-03-25 06:11:11.904510,,,,27,Male,Canada,tango,Ay Mi Dios,Ay Mi Dios,IAmChino;Pitbull;Yandel;El Chacal,252003,71,reggaeton,False,0.761,0.829,0,-3.203,0,0.0682,0.169,0.0,0.189,0.814,92.034,4,https://i.scdn.co/image/ab67616d00001e02c57420ac365a2a189b36d0d5,0.019876819708846586,2323,"reggae, ska & dub",0.297029702970297,0.0
6,5Uel5PmPBZICA0TQTI912U,share,41709,2025-03-09 17:32:45.904613,,,,27,Male,Canada,tango,Ay Mi Dios,Ay Mi Dios,IAmChino;Pitbull;Yandel;El Chacal,252003,71,reggaeton,False,0.761,0.829,0,-3.203,0,0.0682,0.169,0.0,0.189,0.814,92.034,4,https://i.scdn.co/image/ab67616d00001e02c57420ac365a2a189b36d0d5,0.019876819708846586,2323,"reggae, ska & dub",0.297029702970297,0.1655099344055428
6,5Uel5PmPBZICA0TQTI912U,play,252003,2025-03-21 02:29:12.904794,,,,27,Male,Canada,tango,Ay Mi Dios,Ay Mi Dios,IAmChino;Pitbull;Yandel;El Chacal,252003,71,reggaeton,False,0.761,0.829,0,-3.203,0,0.0682,0.169,0.0,0.189,0.814,92.034,4,https://i.scdn.co/image/ab67616d00001e02c57420ac365a2a189b36d0d5,0.019876819708846586,2323,"reggae, ska & dub",0.297029702970297,1.0
6,5Uel5PmPBZICA0TQTI912U,share,252003,2025-03-26 23:41:17.904949,,0.0,1.0,27,Male,Canada,tango,Ay Mi Dios,Ay Mi Dios,IAmChino;Pitbull;Yandel;El Chacal,252003,71,reggaeton,False,0.761,0.829,0,-3.203,0,0.0682,0.169,0.0,0.189,0.814,92.034,4,https://i.scdn.co/image/ab67616d00001e02c57420ac365a2a189b36d0d5,0.019876819708846586,2323,"reggae, ska & dub",0.297029702970297,1.0
6,5Uel5PmPBZICA0TQTI912U,play,144607,2025-03-01 06:15:43.905146,,,,27,Male,Canada,tango,Ay Mi Dios,Ay Mi Dios,IAmChino;Pitbull;Yandel;El Chacal,252003,71,reggaeton,False,0.761,0.829,0,-3.203,0,0.0682,0.169,0.0,0.189,0.814,92.034,4,https://i.scdn.co/image/ab67616d00001e02c57420ac365a2a189b36d0d5,0.019876819708846586,2323,"reggae, ska & dub",0.297029702970297,0.5738304702721793
6,5Uel5PmPBZICA0TQTI912U,share,252003,2025-03-22 08:50:09.905298,,,,27,Male,Canada,tango,Ay Mi Dios,Ay Mi Dios,IAmChino;Pitbull;Yandel;El Chacal,252003,71,reggaeton,False,0.761,0.829,0,-3.203,0,0.0682,0.169,0.0,0.189,0.814,92.034,4,https://i.scdn.co/image/ab67616d00001e02c57420ac365a2a189b36d0d5,0.019876819708846586,2323,"reggae, ska & dub",0.297029702970297,1.0
6,5Uel5PmPBZICA0TQTI912U,play,118774,2025-03-11 18:51:51.905449,,,,27,Male,Canada,tango,Ay Mi Dios,Ay Mi Dios,IAmChino;Pitbull;Yandel;El Chacal,252003,71,reggaeton,False,0.761,0.829,0,-3.203,0,0.0682,0.169,0.0,0.189,0.814,92.034,4,https://i.scdn.co/image/ab67616d00001e02c57420ac365a2a189b36d0d5,0.019876819708846586,2323,"reggae, ska & dub",0.297029702970297,0.471319785875565
6,5Uel5PmPBZICA0TQTI912U,skip,0,2025-03-13 16:42:01.905600,,,,27,Male,Canada,tango,Ay Mi Dios,Ay Mi Dios,IAmChino;Pitbull;Yandel;El Chacal,252003,71,reggaeton,False,0.761,0.829,0,-3.203,0,0.0682,0.169,0.0,0.189,0.814,92.034,4,https://i.scdn.co/image/ab67616d00001e02c57420ac365a2a189b36d0d5,0.019876819708846586,2323,"reggae, ska & dub",0.297029702970297,0.0
6,5Uel5PmPBZICA0TQTI912U,skip,0,2025-03-09 06:48:42.905695,,,,27,Male,Canada,tango,Ay Mi Dios,Ay Mi Dios,IAmChino;Pitbull;Yandel;El Chacal,252003,71,reggaeton,False,0.761,0.829,0,-3.203,0,0.0682,0.169,0.0,0.189,0.814,92.034,4,https://i.scdn.co/image/ab67616d00001e02c57420ac365a2a189b36d0d5,0.019876819708846586,2323,"reggae, ska & dub",0.297029702970297,0.0
6,5Uel5PmPBZICA0TQTI912U,skip,0,2025-03-15 09:47:23.905774,,,,27,Male,Canada,tango,Ay Mi Dios,Ay Mi Dios,IAmChino;Pitbull;Yandel;El Chacal,252003,71,reggaeton,False,0.761,0.829,0,-3.203,0,0.0682,0.169,0.0,0.189,0.814,92.034,4,https://i.scdn.co/image/ab67616d00001e02c57420ac365a2a189b36d0d5,0.019876819708846586,2323,"reggae, ska & dub",0.297029702970297,0.0
6,5Uel5PmPBZICA0TQTI912U,share,67596,2025-03-13 15:48:40.905852,,,,27,Male,Canada,tango,Ay Mi Dios,Ay Mi Dios,IAmChino;Pitbull;Yandel;El Chacal,252003,71,reggaeton,False,0.761,0.829,0,-3.203,0,0.0682,0.169,0.0,0.189,0.814,92.034,4,https://i.scdn.co/image/ab67616d00001e02c57420ac365a2a189b36d0d5,0.019876819708846586,2323,"reggae, ska & dub",0.297029702970297,0.2682349019654528
